main_category,title,description
Amazon Home,"R And M Birthday Party Supplies, Birthday Decorations Include Happy Birthday Banner, Hanging Swirls, Balloons, Cake Topper, Cupcake Toppers","['Package included:', '1pcs happy birthday banner', '6 pcs hanging swirls', '1 pcs cake topper', '24 pcs cupcake toppers', '18pcs 12-inch balloons', 'Give Kids Dreamy Unforgettable Party']"
Industrial & Scientific,Loacker Wafer Qudrtni Cvrd Drk 136g,[]
Grocery,"Top Pops Chewy Taffy Pops, 16.9 Ounce Assorted Flavors, 48 Count","['Box of Assorted Top Pops including Strawberry, Strawberry/Lemon, Watermelon and Blazpberry (Red & Blue Raspberry)']"
Grocery,"Juicy Pear Gourmet Jelly Beans, Classic Fruit Flavored Candies, Shareable Bagged Chewy Candy, Pack of 3, 3.5 Ounces","[""JELLY BELLY jelly beans are a treat that has been enjoyed for generations! This pack includes 3 - 3.5 ounce bags of Juicy Pear jelly beans. SWEETZO purchases only from licensed manufacturers. We combine complimentary items for the perfect gift giving. We repackage all items in our custom packaging to ensure arrival in perfect snacking condition. Whether you're giving or receiving this season, purchase confidently from Sweetzo! ENJOY the taste of your favorite fruit, but in the form of a jelly bean! These unique snacks are great for movie nights or just to keep around the house for snacking. Share with a loved one, or keep it all for yourself, we won't judge. TRUE to life flavoring! These jelly beans are high quality and taste great. All Jelly Belly beans are OU Kosher, gluten-free, peanut free, dairy-free, fat free, and vegetarian friendly. A snack that everyone can enjoy without the worry! GREAT party favor or gift basket stuffer for jelly bean lovers! Perfect for those who are brave enough to taste unique candies like these.""]"
Grocery,"Fazer Pantteri ('Panther') - Original - Finnish - Salty Liquorice - Salmiak - Salmiac - Salmiakki - Wine Gums - Candy - Box 2,0 kg",['Always fresh']
Grocery,"Sunbest Natural - Black Raisins, Jumbo Raisins for On-The-Go Snacking, Seedless Raisins Bulk for Toppings, Baking, and Cooking, Non-GMO, Vegan, Kosher, 5 Lbs.",[]
Grocery,"Cashew Nuts, 4 Pounds – Non-GMO Verified, Large Size W240, Whole Nuts, Unsalted, Kosher, Raw, Vegan, Bulk",[]
Grocery,Goya Salsa Verde 17.6 oz Pack of 3 Authentic Mexican Salsa,[]
Grocery,"Arrowroot Flour Organic - Kate Naturals. Baking, Cooking, Thickening Sauces & Gravy. DIY Shampoo, Deodorant. Resealable Bag. Gluten-Free & Non-GMO. 1-Year Guarantee (24 oz)",[]
Grocery,Jordans Skinny Syrups Ice Cream Collection -Cookie Dough,"[""Cookie Dough Jordan's Skinny Dessert and Ice Cream Sugar Free Syrup 750 ml Bottle""]"
Amazon Home,"Motocross Cake Topper edible sugar icing 7.5"" decoration",[]
Grocery,Easy-Tomorrow After drink 0.1oz(3g) x 20packs 상쾌환,[]
Grocery,"Red Buffalo Creme Brulee Flavored Decaf Coffee, Ground, 1 pound","['Our supplier starts with high grown Arabica beans (the most prized coffee grown), imported from the finest coffee growing regions of the world. After personally inspecting and sampling each load, they ship the selected beans directly to their roasting plant in Wichita, Kansas. There, the raw beans are blended and flame roasted to exacting specifications, assuring you of the freshest, most tantalizing coffee served. Your coffee from The Red Buffalo is guaranteed fresh, delicious and consistent, order after order, cup after cup.']"
Grocery,LONODEE Weilong卫龙鱼豆腐香辣 鱼板烧 辣条 180g闲零食豆干制品小吃 Yudoufu Dougan Chinese Spicy Food,['卫龙鱼豆腐干，重量：180g 香辣鱼板烧麻辣豆干制品 办公室休闲零食小吃']
Grocery,"Naturally Sweetened - Sugar Free Pina Colada Flavoring Syrup for Smoothies, Cocktails, Snow Cone Shaved Ice and More | 2 Pack | Monk fruit & Stevia | 16oz (Pint) | Sugar Free | Zero Net Carbs | Zero Calories | Keto",['Our sugar free pina colada syrup has been one of our top sellers at commercial stores and in homes from coast to coast.']
Grocery,50 Bags x 50g of Dragster 3000 - Super Salta - Original - Swedish - Salty Licorice - Wine Gums - Candies - Sweets,['Always fresh']
Grocery,California Garden Peeled Fava Beans with Chili 8 Cans 16oz/450g each حدائق كاليفورنيا فول مدمس مقشور بالفلفل الحار,"['California Garden Premium Kosher peeled Fava Beans with Chili - Pack of 8 Cans - 16oz/450g each - New! California Garden brand offers a full line of canned beans to suit consumers wide-ranging needs and variable regional tastes. We have developed a full line of ready-to-eat Fava bean recipes to suit the local taste of the many Countries we serve. Because we pack only the finest beans, we are known in the marketplace for quality. The use of only white-lacquered cans enables us to seal in freshness. To ensure consistent quality we also manufacture our own cans! To Prepare a delicious Dish of Fava Beans ( Peeled Foul Mudammas with Chili ) Heat, add some Salt, Cumin & Ground Red Pepper, 1 Clove of Garlic, 2 Tablespoon of Lemon Juice and Olive oil, Decorated with some small diced of Fresh Tomato and Parsley .... Enjoy it This version contains premium Peeled beans with Chili. A delicious comfort food at its best ! Ships as 8 cans. Free Shipping. Expiration Date: 03/2023 ! فول مدمس مقشور بالفلفل الحار حبة درجة أولى من إنتاج حدائق كاليفورنيا']"
Grocery,"Yankee Traders Brand Instant Chocolate Raspberry Cappuccino Mix, 2 Lb (Make Hot, Iced or Frozen)","['This delicious 2 Lbs Yankee Traders Brand Chocolate Raspberry Cappuccino mix is a delicious, creamy cappuccino with a blend of rich chocolate, sweet raspberry and bold espresso flavors. Just add the mix to hot water and enjoy! Save money and make your cappuccinos at home!']"
Grocery,Kodiak Cakes Instant Protein Strawberry Dark Chocolate Oatmeal in a Cup,"['Oatmeal unleashed is an all-natural crunchy oatmeal served in a convenient, microwavable cup. Crunchy oatmeal with 10 gram protein.']"
Grocery,Easter Eggs Russell stover Sugar-Free Variety Pack Gift Set | 1 Oz - Coconut & Marshmallow Covered Chocolate Eggs Candy + Happy Easter Tag Card | Hunt Basket Stuffers Filler Treats Gift Party Decor,"['You will receive 6 Russell stover Sugar-Free Marshmallow eggs 1 oz, 6 Russell stover Sugar-Free Coconut Eggs 1 oz, and ""Happy Easter"" Tag Card. This scrumptious Easter treat tastes great - without all the sugar in our regular Marshmallow Egg. Eggs are covered in delicious chocolate candy. These Russell Stover eggs are crafted from our heart with tradition and Passion. An American Crafted Classic since 1923. Made from scratch using the finest ingredients. Great for Easter egg hunt, Easter Basket, as a gift, or any other occasion.']"
Grocery,"Teeccino Dandelion Root Herbal Coffee Sampler - Vanilla Nut, Mocha, Dark Roast, Mocha Mint, Caramel Nut, Coconut - Caffeine-Free Coffee Alternative with Prebiotics, Gluten Free - 6 Trial Size Packets",[]
Grocery,SNOWIE - Naturals - Natural Shaved Ice Flavor Syrup Powders 6 Pint Pack - Snow,"[""The Snowie products have made many a hero out of mom, dad, grandma or grandpa; and the kid inside all of us will always loves the sweet and sugary blast of nostalgia that comes in a cup of refreshing shaved ice on a hot Summer day. However, we also love to hear of the many delicious desserts our customers are creating with it as well! From mixed frozen drinks like margaritas, pina colada's, and strawberry daiquiri's, to Korean Bingsu, Frozen Lemonade and Cold Brew Coffee, Little Snowie gets the job done like no other home ice shaver on the planet. With the Little Snowie Premium Home Ice Shaver, plus a little creativity, you'll have the best birthday, office, block, bbq, holiday or pool party desserts ever!""]"
Grocery,Millhouse Spices Everything Bagel Seasoning Spice 10oz (Original),['Millhouse Spice Co Everything Bagel Seasoning Spice']
Grocery,Oscar Mayer Deli Fresh Oven Roasted Turkey Breast Sliced Lunch Meat Mega Pack (22 oz Tray),"['Oscar Mayer Natural Mesquite Smoked Turkey Breast is quality all natural turkey breast made with our cleanest ingredients. With no antibiotics ever, no artificial ingredients and no nitrates or nitrites added, Oscar Mayer Natural Mesquite Smoked Turkey Breast provides a delicious lunch option for kids and adults. This mesquite smoked turkey deli meat is fully cooked and has a great smoky flavor. Use it to make a classic turkey sandwich for a school lunch, or try making a turkey melt in the oven. Oscar Mayer Natural deli meat also makes a great addition to cheese and crackers or salads. Keep the 7 ounce package refrigerated.']"
Grocery,"Twinings Tea Bags Variety Pack - Herbal and Decaf - Caffeine Free Sampler - 25 Flavors, 50 Count - Individually Wrapped Packets",[]
Grocery,"Marshall’s Creek Spices X-Large Refill Basil, 6 Ounce","['Marshalls Creek Spices is a division of pure and natural spices, where we pack \xa0a large selection of spices, herbs and blends, in attractive, clear wide mouth jars with tamper proof seals and food grade heat sealed pouches. We stock over 350 different varieties. All packed weekly, unlike what you buy in the store.']"
Grocery,"Palermo Grapeseed Oil, 34 fl.oz.","['Product Description Size: 34 Ounce Palermo’s high quality Grapeseed Oil is made from plump grapes of the Cappadocia Region of Asia Minor. Our Grapeseed Oil is nearly odourless, with a light nutty taste and its high smoking point makes it an excellent selection for frying and salad dressings. WE ONLY OFFER WHAT WE PRODUCE...AND WE PRODUCE EXCELLENCE..']"
Grocery,Mrs Millers Rhubarb Jam 3 x 8oz,[]
Grocery,"Bristol Farms, Onions White, 1 Count",['Fresh White Onions Produce']
Grocery,Keto Chow Pumpkin Spice Caramel | Keto Meal Replacement Shake Powder | Nutritionally Complete Keto Food | Low Carb Keto Meals | Delicious Easy Meal Substitute Drink | Protein Rich You Choose The Fat| Single Meal Sample,[]
Grocery,Raw Honey - Pure All Natural Unfiltered & Unpasteurized - McCoy's Honey Florida Palmetto Honey 1 Gallon,[]
Grocery,"Nabisco, Nutter Butter, Creme Patties, 10.5oz Bag (Pack of 4)","['Nabisco, Nutter Butter, Creme Patties, 10.5oz Bag (Pack of 4)']"
Grocery,"Imported Three Crabs Brand Fish Sauce, 24-Ounce Bottle (Pack of 2)","['This Southeast Asian staple is made of salted and fermented anchovies and is used there instead of soy sauce. It is called ""nam pla"" in Thailand and ""nuoc mam"" in Vietnam. This is the preferred brand of FoodTV s Ming Tsai.']"
Grocery,Helenou666 Chinese Traditional Mid-Autumn Day Festival Food Mooncakes Various Fruit Flavor and Five Kernels around 20pcs 17.6oz (fruit flavor mixed),['但愿人长久，千里共婵娟;  每逢佳节倍思亲']
Grocery,"Barilla Rotini Pasta, 16 oz. Box (Pack of 12) - Non-GMO Pasta Made with Durum Wheat Semolina - Kosher Certified Pasta","['Rotini (meaning ""twists"") are two-inch lengths of thick, screw-like pasta from Northern Italy. The shape was inspired by children, since it is fun to eat and pairs well with a wide variety of pasta sauces. Barilla Rotini pasta is made with non-GMO ingredients. At Barilla, we\'re passionate about pasta. After all, we have been pasta makers since 1877. Our uncompromising quality has been trusted for generations. As an Italian family-owned food company, Barilla is synonymous with high quality pasta that cooks to perfection every time. Our rotini pasta is made from the finest durum wheat and is non-GMO verified, peanut-free and suitable for a vegan or vegetarian diet. Perfect for pairing with your favorite pasta sauce. Get inspired with Barilla! Enjoy the full range of Barilla pasta and pasta sauces, including Barilla Ready Pasta, Barilla Protein+ pasta, Barilla Whole Grain pasta, Barilla Veggie pasta and Barilla Gluten Free pasta.']"
Grocery,Kallo Organic Milk Chocolate Rice Cakes 90g,['Kallo Organic Chocolate Rice Cake Thins Coated with Belgian Milk Chocolate']
Grocery,"SlimFast Advanced Nutrition Creamy Chocolate Shake, 11oz (Pack of 15, Total of 165 oz)","[""The Slimfast Advanced Nutrition Creamy Chocolate Shake Is A Meal Replacement Containing 20G Of Protein, 5G Of Fiber And Only 1G Of Sugar. It Can Help Control Hunger For Up To Four Hours And, Because It'S Easy To Grab-And-Go, This High Protein Shake Is Convenient For Any Lifestyle. It Also Contains 190 Calories, Offers 24 Vitamins And Minerals And Is Gluten-Free""]"
Grocery,Embroidered Havdalah Besamim Spice Bag and Cloves - Jerusalem Fragrance - by Yair Emanuel (BBE-1),['Embroidered Havdalah Besamim Spice Bag and Cloves - Jerusalem Fragrance']
Grocery,"AZNUT Keto Mixed Nuts, Non GMO Project Certified, Almonds, Hazelnuts, Brazil Nuts, Pecan, Cranberries, Pumpkin Seeds, 100% Natural Premium Quality, Kosher Certified(Keto Snacks Mix, 1 LB)",[]
Grocery,"365 Everyday Value, Organic Lightly Salted Pea Crisps, 3.3 Ounce","[""When you're craving something different than your average snack, grab a bag of our organic lightly salted pea crisps. Made with 68% whole pea, they're a delightfully simple treat with a satisfying crunch. A tasty alternative to potato chips and with 55% less fat per serving, try them crumbled on a fresh salad, as a crouton topper over savory soup or right out of the bag.""]"
Grocery,Oolong Formosa Tea - 1/2 Pound ( 8 Ounces ) - Highest Anti-Oxidant Limited Harvest Loose Leaf Tea by Denver Spice,[]
Grocery,"McCabe Organic Sushi Rice 12-Pound, USDA Certified Organic, CCOF Certified(California Certified Organic Farmers), Product of USA",[]
Grocery,"Pommery Meaux Mustard Stone Jar, 8.8-Ounce","['Brillat-Savarin, the Father of French cuisine, stated that this mustard is ""the mustard of gourmets"".Use this mustard by Pommery in vinaigrettes, on veal, lamb or roasts. It is also perfect with chicken recipes or slathered on a fresh baguette topped with ham.Pommery is one of France\'s most renowned mustard maker.This gourmet mustard is imported from France.']"
Grocery,Crushed Pepper Paste | Crushed Chilli Peppers | Pepper Paste from Portugal | 12 OZ (Hot),[]
Grocery,"Trader Joe's Uncrystallized Candied Ginger 8oz, 3 Pack",[]
Grocery,"Koffee Kult Koffee Kult Medium Roast Smooth and Flavorful Medium Roast Whole Coffee Beans- Perfect for a Relaxing Cup Anytime (Medium Roast, 80 Ounces)","[""Details Cupping Notes:medium brown in color beans, no oil on beans, smooth flavor, and balanced acidity Profile:\xa0Medium roast 100% Arabica coffee Roasted in Hollywood, Florida Hand Packaged Blend of coffee beans are grown in Colombia, and Brazil Koffee Kult Medium Roast Coffee Beans and Ground are of the highest quality. Our medium roast coffee is less grainy than light roast coffee and has a balanced flavor, aroma, and acidity. Koffee Kult Medium Roast Coffee Beans are a combination of Brazil and Colombian coffee beans. Surprisingly, Koffee Kult Medium Roast Coffee has more caffeine than the darker roasts. A hot cup of Koffee Kult's medium roast is not only a smooth finish, but it will also jump start your day!""]"
Health & Personal Care,Frontier Soups Hearty Meals Dakota Territory Beef Barley Bean Stew Mix - 14 oz,"[""Frontier Soups' Hearty Meals line has grown from the original 6 to 20 gourmet mixes. These soups make wholesome and delicious meals for families and friends. The mixes contain all natural, premium dried ingredients with no added salt or preservatives. The easy-to-follow recipes with all the seasonings in the package make home cooking simple and fun. A few grocery additions complete each meal. Soup so good, you'll call it dinner!""]"
Grocery,"MadeGood Mixed Berry Organic Granola Bars, 6 Pack (36 Bars); Allergy-Friendly, Nut-Free, Gluten-Free; Vegan and Non-GMO Certified; Nutrients Equal to a Serving of Vegetables; Ethically-Sourced",[]
Grocery,"LaetaFood HERSHEY'S Hearts SPECIAL DARK Chocolate Candy, Purple Foil (2 Pound Bag)",[]
Health & Personal Care,"Penguin Decaffeinated Peppermint Lights Unleashed, 32oz Bag","[""Penguin Peppermint Lights have been unleashed. Do you have a lot of empty Penguin tins laying around? Do you want to save some dough? Do you have a nice empty candy dish just waiting to be filled? This is the ticket. Two Pounds of pure delicious Penguin De-Caffeinated Peppermints securely packed, sealed, and ready to go. We've eliminated the tin to pass on the savings to you. Caffeine free, Sugar free, & Gluten Free.""]"
Grocery,"Keto Hot Breakfast by Keto and Co | Maple Brown Sugar Flavor | Just 3.1 Net Carbs Per Serving | Gluten free, Low Carb, No Added Sugar, Naturally Sweetened | (8 Servings - Maple Brown Sugar)",[]
Grocery,"Chickie P's - Fresh Chickpea Fettuccine Pasta, Classic Egg, Best Tasting & Gluten Free - 9 ounces",[]
Grocery,"Chaga Mushrooms Chunks (1 pound) By Kingdom Botanicals Use to Make Tea, Extract, Powder, Or Tincture! (16 oz)","['Wild harvested Chaga sourced from the great northern woods of Maine. This product comes in a raw form. It can be used to make tea, tincture, coffee, or powder. Chaga thrives in extremely cold climates. Generally extreme cold produces the highest quality chaga. The chaga sold here is strategically sourced from the furthermost northern parts of the state of Maine. In the winter months there is extended times of below zero temperature. This cold temperature helps to make out chaga some of the most potent. Please contact me with any questions. Enjoy!']"
Grocery,"Regan's Orange Bitters No. 6, 10 Ounces - PACK OF 4","[""A 4 pack of 10oz Regan's Orange Bitters""]"
Grocery,"La Morena Mole Mexican Sauce Marinade, 8.46 Oz (3 Pack)","['La Morena Mole has a true Mexican dish flavor, contains all the basic ingredients to prepare & condiment this meal, saving time and effort. Mole, from Nahuatl mōlli, meaning ""sauce"", is a traditional sauce and marinade originally used in Mexican cuisine. Mole guatemalteco is a dessert sauce made from dried chili, tomato and squash seed. It is often poured over fried plantain, and served with sesame seed on top. Mole is one of the most recognizable dishes in Mexican cuisine. Symbolic of the way Mexico blended European and Aztec cultures in the years after the Spanish Conquest, mole is made from a unique mixture of chocolate and hot peppers. This provides a rich, unique and complex topping for a variety of dishes.']"
Grocery,FullChea - Jasmine Pearl Tea - Jasmine Dragon Pearls - Loose Leaf Green Tea - Jasmine Green Tea with Delightful Aroma 4oz / 113g,[]
Grocery,"Del Monte Peach Chunks In Heavy Syrup, 15.25 Oz","[""The Del Monte Canned Sliced Peaches, with their sweet flavor, complement all of your favorite recipes and different types of dishes, salads, drinks, and desserts. These delicious fruit slices are a tasty topping for yogurt, cereal, salads, and your favorite flavored gelatin for a fun and tasty treat. The fruit, immersed in a naturally refreshing fruit juice, will elevate any dish you make to another level. They contain much-needed nutrition apart from vitamins A and C. They also contain calcium and iron, which are beneficial for your body and health. The peach slices are the perfect snack to be eaten on-the-go and with whatever you desire. When you trust Del Monte, you can be sure what you're buying is the peak of quality and nutrition! The Del Monte name has been synonymous with premium foods since its debut in 1886. For generations, our company has proudly earned its reputation with a series of innovations and a singular dedication to quality. Today that commitment to quality is deeply embedded in our culture.""]"
Grocery,"Jumbo Star Wars Candy Filled Plastic Egg with Jelly Beans, Character Shaped Candies and Collectible Stickers, Ultimate Basket Stuffer for Boys and Girls, Pack of 2","[""PLASTIC EGG filled with candy and collectible stickers! Ultimate Easter basket stuffer for Star Wars fans! This comes with 1 - 2.71 Needzo purchases only from licensed manufacturers. We combine complimentary items for the perfect gift giving. We repackage all items in our custom packaging to ensure arrival in perfect snacking condition. Whether you're giving or receiving this season, purchase confidently from Needzo! Prefilled Star Wars Plastic Egg from Galerie Candy with jelly beans, hard candies and 16 stickers JUMBO plastic egg is prefilled with small packages of assorted fruit flavored jellybeans, hard candies, and collectible stickers! Collect, Play and enjoy this fun packed egg! EASTER egg is the perfect egg hunt prize. Any child will be ecstatic to find this jumbo egg. INSIDE you will find juicy jelly beans, character shaped fruit flavored hard candies and a sheet of stickers GREAT Easter Basket stuffer for Star Wars fans!""]"
Grocery,NEW Off The Eaten Path Rosemary and Olive Oil Hummus Crisps Made With Real Rice & Chickpeas- 5.25oz (4),['NEW Off The Eaten Path Rosemary and Olive Oil Hummus Crisps Made With Real Rice & Chickpeas- 5.25oz']
Grocery,"KEEBLER ZESTA 2 Set Keebler, Export Sodas, Crackers, Original, 28oz Can","[""Crispy, crunchy, and a little bit toasty, Keebler's Original Export Sodas Crackers are made with our tried and true recipe of enriched flour, baking soda, yeast, and a sprinkle of salt.""]"
Grocery,Meiji Fran The Original Chocolate Mousse Cream Coated Biscuit Cookie Sticks (2 Boxes),['Crunchy biscuit sticks covered with Chocolate mousse cream. This listing comes with 2 boxes. Imported from Japan. Manufactured by Meiji. Popular snack among Japanese anime fans.']
Grocery,"Tandoor Chef Vegetable Korma with Dal Rajastani and Cumin-Infused Basmati Rice, 10-Ounce Boxes (Pack of 12)","['Combination of vegetables, including cashews, seasoned with exotic spices & sauce prepared in authentic North Indian style; Served with Dal Rajasthani & Cumin-Infused Basmati Rice']"
Grocery,"Vlasic Kosher Dill, Gherkins, 16 oz",['Big crunch since 1942.']
Amazon Home,Party Partners Design 12 Count Santa Party Picks,"[""Deck your halls this year with vintage looking holiday decor. Retro-style designs inspired from the past and made for the present. Celebrate a jolly Christmas with Party Partner's colorful collection of paper tabletop accessories and red and green party supplies. Let Party Partners Design do your party a favor with biodegradable paper straws, old-school garlands & decorations, fancy fold origami napkins and more. Much more than a party, it will be the most talked about event of the year! Kooky old-fashioned party supplies and favors, let the party begin.""]"
Grocery,"Arizona Az Energy, 15-Ounce (Pack of 24)",['This energy drink blends function with flavor. A blend of natural juices and vital nutrients with 100 grams of caffeine keeps you going.']
Grocery,Dill Seeds 5 Pounds Bulk (Suva),"['Discover naturally fresh, premium quality spices and taste the difference in all your dishes. We are Spicy World, bringing you the best spices and ingredients from around the world. We travel throughout the world purchasing the finest quality spices available, and fully guarantee our products. Experience the difference with our naturally fresh spices that taste, smell, and look great. We are a 100 percent customer-oriented company that is family owned and operated, and are proud to be your source for quality foods from around the world.']"
Grocery,"Nature Blessed 100% Pure Merlot Red Grape Fruit Juice Concentrate - 4 Quarts (4/2 fl oz bottles) Excellent for Home Brewers or Vintners, Spirits, Smoothies,","['Our Nature Blessed Merlot Red Grape Fruit Juice Concentrate is not an extract, but a pure juice concentrate, made from 100% pure fruit juice. Only the water is evaporated, leaving behind pure juice. It is all natural, no added sugar, no preservative or other additives. This product contains less than 100 ppm of SO2. The color of the concentrate is a rich purple and is 68 brix. The average single strength is 22.0 brix. The approximate dilution rate is 1:3, yielding roughly 1.0+ gallons of single strength juice per quart. Merlot Red Grape is an excellent ingredient for making wine and flavorful grape drinks.']"
Grocery,"Mauna Loa Premium Hawaiian Macadamia Nuts, Maui Onion & Garlic Flavor, Snack Mac Mini Pouches, Single Serve 1 Oz Bags (Pack of 12)",[]
Grocery,"Jelly Belly Snapple, Jelly Beans Soda Pop Shoppe, Jelly Bellies Cocktail Classics, Pack of Variety Jelly Beans Candy","['""Set of 3 jelly belly beans 3.5 oz size These three great flavors have never been together before. A great way to surprise your family, and if you mix them all together, you can even have a game on guess the flavor. Jelly Belly beans will surprise you with a great taste, as if you just took a sip from a bottle or cocktail glass. They blow everyone away with their authentic real flavors. Also, alcohol-free! Mini jelly belly bags are also allergy safe because they contain no harmful ingredients. Organic jelly belly jelly beans is the biggest concern for you. A safe vegetarian product without animal ingredients. — Jelly Belly Snapple jelly beans which contain 4 popular flavors: cranberry-raspberry, pink lemonade, fruit punch, mango and kiwi strawberry. — Jelly Belly Cocktail Classics contains 3 cocktail flavors: Cosmo, Pina Colada, Mojito. — Jelly Belly Soda Pop Shoppe includes many flavors of popular beverages: A&W Cream Soda, Dr Pepper, Orange Crush, A&W Root Beer, Grape Crush and 7UP. ""']"
Grocery,Honey Maid Fresh Stacks Graham Crackers 12.2 oz ( 2 Pack),['Made with Real Honey!']
Grocery,Tootsie Roll Pops - Tootsie Pops Filled with Chewy Tootsie Roll – Assorted Original Flavor Lollipops – Variety Pack Bulk Hard Candy Lollipops (2 Pound),"['Tootsie Roll Pops: the world\'s number #1-selling candy-filled lollipop. It starts with a chewy, Tootsie Roll center, covered with a delicious, hard candy coating, to become a simple, delicious treat. Tootsie Pops, the first lollipop providing an embedded candy ""prize"", are known and loved by adults and kids around the world. Each bag has an assortment of five great flavors - Raspberry, Chocolate, Grape, Orange, and Cherry - to satisfy everyone. can you solve the mystery of how many licks it takes to get to the Tootsie Roll center? This product is allergen-friendly - Peanut and Gluten-free - so it’s a perfect giveaway at parties or other gatherings. This is a favorite at any Valentine\'s Day gathering - give our Tootsie Roll pops and put a smile on everyone\'s face. Perfect for lunch boxes, movie nights, game nights, snack breaks, sharing moments and candy dishes at home and in the office, these Tootsie Roll Pops will keep your snacking fun and simple. Bring a candy bag of fun to your next party or celebration with Tootsie Roll Pops. Best of all, fill up the sweets bowl or add to baking. The fun ideas are endless with Tootsie Roll Pops.']"
Grocery,"Twizzlers Rainbow Twists, 12.4-Ounce Bags (Pack of 12)","['Twizzlers in a rainbow of delicious fruity flavors, each pack contains 6 Twizzlers Twists. Assortment includes 6 fabulous flavors: Strawberry, Orange, Lemonade, Watermelon, Blue Raspberry, and Grape. These are artificially flavored and a low fat snack.']"
Grocery,"Hillshire Snacking Hot Calabrese Salami With Gouda Cheese Small Plates, Single Serve","['Spicy Calabrese salami, natural Gouda cheese and toasted round crackers come together in Hillshire Snacking Small Plates for a grown up twist on snack time. Our Hot Calabrese Salami Small Plate meat snack features chef curated ingredients and flavors such as fiery red chili pepper, cured salami and sliced Gouda cheese for a truly elevated snacking experience. Try pairing with a full bodied brown ale to enhance the flavors of the spicy Calabrese salami and creamy Gouda. Perfectly portioned for snacking on the go, our spicy salami small plate has 16 grams of protein in each ready to eat serving. Includes one single serve, 2.76 oz snack pack. We are big believers in a little thing called snack time. To us snacking is not about rushing or mindless eating. It is about turning a few stolen moments into an elevated celebration that deserves to be savored. We are here to turn snacking into an occasion, and you are invited.']"
Grocery,"Blakes, Organic Gluten Free Chicken Pot Pie, 8 Ounce","['Pot Pie Chicken Gf. Ships frozen, CANNOT be cancelled after being processed. Freezing/chilling Temperatures of the product is frozen: 0 degrees. This product is manufactured in United States.']"
Amazon Home,Firefairy(TM) 65 Years Blessed Acrylic Cake Topper 65th Birthday Anniversary Party Decoration Supplies(Gold),[]
Grocery,"Dickinson's Spread, Mild Pepper, 9-Ounce (Pack of 6)",[]
Grocery,"Sugar-Free Premium Hard Candy Suckers, Mini Fruit Button Candies, Kosher Certified Parve, Uses Sorbitol, Low-Sodium, Individually Wrapped (Banana, 80oz (5 Pound) 750 Pcs)","['Sugar-Free Fruit Hard Candy, Individually Wrapped Fruit Flavored Kosher Certified Parve Hard Candy. A Sugar-Free Hard Candy in the Choice of Your Flavor: Banana, Blueberry, Butter Rum, Butterscotch, Cherry, Chocolate, Chocolate Mint, Cinnamon, Creamy Coconut, Coffee, Grapefruit, Grape, Green Apple, Lemon, Lemon Lime, Licorice, Mango, Orange, Peach, Icy Peppermint, Pina Colada, Pineapple, Raspberry, Root Beer, Spearmint, Strawberry., Watermelon, Wintergreen. This candy is made with sorbitol, a sugar alcohol that is metabolized by the human body slower than other sugars. Sorbitol comes from fruits such as Peaches, Prunes, Pears and Apples and has been thoroughly tested & widely used for over 100 Years. Gluten-free, Naturally Sweetened, Zero Net Carbs, No Aftertaste - Sugar-Free Candy is a Great Alternative for Candy Lovers Who are Watching their Sugar Intake. Great Value! Choose Between our 1/2 Lbs, 1LB, 2LB, or 5 Pound Bulk Options!']"
Grocery,"Marini Authentic Italian Almond Biscotti Cantuccini Cookies, Product of Italy, Gifting for Holiday, Birthday, Christmas, Thanksgiving, Mothers and Fathers Day, Get Well Gifts, 7 oz","['Marini Italian Almond Biscotti Cantuccini A Delicious Authentic Italian Biscotti cookie Tastes great as a snack or with your favorite beverage Great with coffee, tea, milk, hot chocolate, wine, and more Makes a Great gift for your loved one Great at parties or the work place Product of Italy 7 oz, bag']"
Grocery,Mango Black Iced Tea by White Lion Tea (6-0.5oz Filter Bags),"['This luscious blend of tea with the fragrance and flavor of fresh, ripe mango is sure to please even the most demanding palate.']"
Toys & Games,"Happy 63rd Birthday Cake Topper - Sixty three-year-old Cake Topper, 63rd Birthday Cake Decoration, 63rd Birthday Party Decoration (Gold and Black)",[]
Grocery,"Tazo Passion Herbal Tea, 20 ct","[""Herbal Tea Passion? Caffeine-Free. Tart rose hips and citrusy lemongrass woo the voluptuous blooms of hibiscus flowers. An infusion that's bursting with life and tinged with the color of true love to make sure you never have to live a day without passion.""]"
Grocery,"Tony Chachere Rice Dinner Mix, Red Beans and Rice, 4 Count","['Red beans and rice, eaten on Monday, brings you good luck throughout the week. Try it with sausage or ham.']"
Toys & Games,"Congrats Teacher Cake Topper, Future Teacher, Teacher Graduation Party Decorations 2023, Congrats Mr Mrs Cake Decor, Congrats Grad Party Decorations","['1.', 'About the product: glitter paper, wooden stick and thick cardboard for protection  2.', 'Measurement Unit Conversion:', '1 mm = 0.0394 inch, 1 inch=25.4mm  3.', 'Notice:', ""The picture shown is a representation of the item,you'll receive  from the available lot;  Color may vary slightly due to the color setting of each individual  monitor  4."", 'Warm Note:', ""the topper is not edible and intended for decoration only, please don't put these cake topper in oven and microwave, and keep it away from children and pets""]"
Grocery,Party Starter (Small Steak Combo Pack) + Lane's BBQ Rub,"[""You want to get that Party Started? Feed the Party's three best sellers all in one box is sure to get it done. Oh, there's also a Free Jar of the delicious Lane's BBQ seasoning in there too (not saying you needed any help). The Party is lame without you, you're the Party Starter.""]"
